sample,cropped_percentage,rmse_org,rel_org,rmse_cropped,rel_cropped
bedroom/rgb_00188.jpg bedroom/sync_depth_00188.png 518.8579,50,0.42690778,0.24504985,0.62823266,0.29621363
bedroom/rgb_00189.jpg bedroom/sync_depth_00189.png 518.8579,50,0.37195376,0.15388037,0.77695215,0.26034516
bedroom/rgb_00190.jpg bedroom/sync_depth_00190.png 518.8579,50,0.32924852,0.19902192,0.20692857,0.13373978
bedroom/rgb_00191.jpg bedroom/sync_depth_00191.png 518.8579,50,0.11505397,0.056920037,0.20434615,0.1062661
bedroom/rgb_00192.jpg bedroom/sync_depth_00192.png 518.8579,50,0.21188968,0.091889806,0.2781944,0.12878917
bedroom/rgb_00219.jpg bedroom/sync_depth_00219.png 518.8579,50,0.18025966,0.046873778,1.4183547,0.41091806
bedroom/rgb_00220.jpg bedroom/sync_depth_00220.png 518.8579,50,0.6731698,0.149349,1.8208547,0.4187573
bedroom/rgb_00221.jpg bedroom/sync_depth_00221.png 518.8579,50,0.67633706,0.20762077,1.3760027,0.3365766
bedroom/rgb_00279.jpg bedroom/sync_depth_00279.png 518.8579,50,0.36911425,0.16941456,0.6628233,0.21201415
bedroom/rgb_00179.jpg bedroom/sync_depth_00179.png 518.8579,50,0.13448764,0.040447757,0.7295373,0.27152762
bedroom/rgb_00280.jpg bedroom/sync_depth_00280.png 518.8579,50,0.33143756,0.11253148,0.87180436,0.28094044
bedroom/rgb_00536.jpg bedroom/sync_depth_00536.png 518.8579,50,0.22637497,0.092477985,0.8351236,0.23783061
bedroom/rgb_00960.jpg bedroom/sync_depth_00960.png 518.8579,50,0.2984484,0.09860756,0.8204921,0.2741816
bedroom/rgb_01000.jpg bedroom/sync_depth_01000.png 518.8579,50,0.23455746,0.104623325,0.7921727,0.24332336
bedroom/rgb_01052.jpg bedroom/sync_depth_01052.png 518.8579,50,0.25419053,0.1449086,0.21441998,0.11946337
bedroom/rgb_01092.jpg bedroom/sync_depth_01092.png 518.8579,50,0.31367832,0.13968241,0.8200039,0.3111624
bedroom/rgb_01122.jpg bedroom/sync_depth_01122.png 518.8579,50,0.43720463,0.19583401,0.7867936,0.26104763
bedroom/rgb_01150.jpg bedroom/sync_depth_01150.png 518.8579,50,0.12405853,0.03123,1.1415985,0.3672649
bedroom/rgb_00281.jpg bedroom/sync_depth_00281.png 518.8579,50,0.73971224,0.2857923,0.17500451,0.057250626
bedroom/rgb_00282.jpg bedroom/sync_depth_00282.png 518.8579,50,0.42990893,0.24597038,0.37380743,0.1923494
bedroom/rgb_00514.jpg bedroom/sync_depth_00514.png 518.8579,50,0.5142391,0.16011648,1.207595,0.34228712
bedroom/rgb_00515.jpg bedroom/sync_depth_00515.png 518.8579,50,0.40045428,0.16125487,0.66658527,0.2262677
bedroom/rgb_00516.jpg bedroom/sync_depth_00516.png 518.8579,50,0.8659913,0.45264566,0.5507791,0.21392745
bedroom/rgb_00517.jpg bedroom/sync_depth_00517.png 518.8579,50,0.34301594,0.14368305,0.26828793,0.13088977
bedroom/rgb_00518.jpg bedroom/sync_depth_00518.png 518.8579,50,0.4532234,0.20225054,0.42048267,0.16004635
bedroom/rgb_00519.jpg bedroom/sync_depth_00519.png 518.8579,50,0.57076627,0.19180234,1.0930387,0.35600477
bedroom/rgb_00520.jpg bedroom/sync_depth_00520.png 518.8579,50,0.18937904,0.065377004,0.649819,0.2284852
bedroom/rgb_00521.jpg bedroom/sync_depth_00521.png 518.8579,50,0.237106,0.106575325,0.54146814,0.23583183
bedroom/rgb_00522.jpg bedroom/sync_depth_00522.png 518.8579,50,0.21337342,0.054037586,1.5170695,0.44650733
bedroom/rgb_00523.jpg bedroom/sync_depth_00523.png 518.8579,50,0.1284942,0.036701202,1.1247308,0.3775364
bedroom/rgb_00524.jpg bedroom/sync_depth_00524.png 518.8579,50,0.13757949,0.047963053,0.9821804,0.39351782
bedroom/rgb_00525.jpg bedroom/sync_depth_00525.png 518.8579,50,0.3845788,0.11668662,0.96361566,0.2888746
bedroom/rgb_00530.jpg bedroom/sync_depth_00530.png 518.8579,50,0.16303709,0.062065315,0.72603464,0.27842644
bedroom/rgb_00531.jpg bedroom/sync_depth_00531.png 518.8579,50,0.13481687,0.041240577,0.84194267,0.32085773
bedroom/rgb_00532.jpg bedroom/sync_depth_00532.png 518.8579,50,0.14309484,0.047632515,0.8946023,0.3176389
bedroom/rgb_00537.jpg bedroom/sync_depth_00537.png 518.8579,50,0.22461867,0.09137193,0.6977809,0.2906372
bedroom/rgb_00538.jpg bedroom/sync_depth_00538.png 518.8579,50,0.4557793,0.21757768,0.33446956,0.14631893
bedroom/rgb_00916.jpg bedroom/sync_depth_00916.png 518.8579,50,0.44014505,0.07037262,1.40393,0.38058847
bedroom/rgb_00917.jpg bedroom/sync_depth_00917.png 518.8579,50,0.3136351,0.056474872,1.197121,0.29304335
bedroom/rgb_00918.jpg bedroom/sync_depth_00918.png 518.8579,50,0.2639657,0.07166145,1.233276,0.36094177
bedroom/rgb_00925.jpg bedroom/sync_depth_00925.png 518.8579,50,0.22533569,0.08590674,1.1227326,0.33756414
bedroom/rgb_00926.jpg bedroom/sync_depth_00926.png 518.8579,50,0.1887344,0.07335391,0.71932113,0.29754636
bedroom/rgb_00927.jpg bedroom/sync_depth_00927.png 518.8579,50,0.41328746,0.26209497,0.17193154,0.07588369
bedroom/rgb_00931.jpg bedroom/sync_depth_00931.png 518.8579,50,0.119242795,0.03327156,1.1724931,0.35435537
bedroom/rgb_00932.jpg bedroom/sync_depth_00932.png 518.8579,50,0.24601279,0.05603051,1.0273314,0.33245614
bedroom/rgb_00933.jpg bedroom/sync_depth_00933.png 518.8579,50,0.28947255,0.13071822,0.49950323,0.19012637
bedroom/rgb_00934.jpg bedroom/sync_depth_00934.png 518.8579,50,0.23078513,0.09851355,0.68186325,0.27841341
bedroom/rgb_00944.jpg bedroom/sync_depth_00944.png 518.8579,50,0.19736186,0.072105095,0.71114165,0.2626743
bedroom/rgb_00945.jpg bedroom/sync_depth_00945.png 518.8579,50,0.2832869,0.11323129,0.7367988,0.26586294
bedroom/rgb_00946.jpg bedroom/sync_depth_00946.png 518.8579,50,0.21543585,0.055436186,1.1028112,0.34488353
bedroom/rgb_00958.jpg bedroom/sync_depth_00958.png 518.8579,50,0.17289422,0.0451835,1.1714314,0.34944782
bedroom/rgb_00959.jpg bedroom/sync_depth_00959.png 518.8579,50,0.3044135,0.1069669,1.4483004,0.3816621
bedroom/rgb_00961.jpg bedroom/sync_depth_00961.png 518.8579,50,0.2524907,0.08815837,1.1303438,0.38038108
bedroom/rgb_00964.jpg bedroom/sync_depth_00964.png 518.8579,50,0.18851863,0.057604015,0.75548947,0.24061322
bedroom/rgb_00965.jpg bedroom/sync_depth_00965.png 518.8579,50,0.2825369,0.11368726,0.5538671,0.20134923
bedroom/rgb_00966.jpg bedroom/sync_depth_00966.png 518.8579,50,0.38340008,0.19511372,0.38260424,0.18028371
bedroom/rgb_00969.jpg bedroom/sync_depth_00969.png 518.8579,50,0.40355638,0.11312555,1.7590241,0.41524106
bedroom/rgb_00970.jpg bedroom/sync_depth_00970.png 518.8579,50,0.33961236,0.0860481,2.00125,0.48970184
bedroom/rgb_00971.jpg bedroom/sync_depth_00971.png 518.8579,50,0.28266495,0.07198468,1.0887222,0.34781998
bedroom/rgb_00972.jpg bedroom/sync_depth_00972.png 518.8579,50,0.29576385,0.10205824,1.4628085,0.4760185
bedroom/rgb_00973.jpg bedroom/sync_depth_00973.png 518.8579,50,0.30583206,0.09901533,1.2332958,0.3836964
bedroom/rgb_00974.jpg bedroom/sync_depth_00974.png 518.8579,50,0.3414069,0.10682398,1.5836053,0.47678757
bedroom/rgb_00975.jpg bedroom/sync_depth_00975.png 518.8579,50,0.374796,0.08531115,1.2870489,0.3823087
bedroom/rgb_00976.jpg bedroom/sync_depth_00976.png 518.8579,50,0.3552364,0.088381074,1.3188686,0.41352504
bedroom/rgb_00990.jpg bedroom/sync_depth_00990.png 518.8579,50,0.66797006,0.24153176,1.44018,0.3819746
bedroom/rgb_00991.jpg bedroom/sync_depth_00991.png 518.8579,50,0.6396513,0.17340082,1.6978728,0.4290626
bedroom/rgb_00992.jpg bedroom/sync_depth_00992.png 518.8579,50,0.75910157,0.2376617,1.724262,0.42005965
bedroom/rgb_00993.jpg bedroom/sync_depth_00993.png 518.8579,50,0.24244124,0.06558651,1.5778589,0.45696834
bedroom/rgb_00994.jpg bedroom/sync_depth_00994.png 518.8579,50,0.30546102,0.1259658,0.8213487,0.27889705
bedroom/rgb_01001.jpg bedroom/sync_depth_01001.png 518.8579,50,0.3949083,0.11079795,0.78189874,0.24697533
bedroom/rgb_01002.jpg bedroom/sync_depth_01002.png 518.8579,50,0.3769371,0.14051549,0.68671924,0.27378377
bedroom/rgb_01003.jpg bedroom/sync_depth_01003.png 518.8579,50,0.40926605,0.11284275,0.919332,0.24590468
bedroom/rgb_01009.jpg bedroom/sync_depth_01009.png 518.8579,50,0.50324017,0.15147735,0.8932542,0.2680684
bedroom/rgb_01010.jpg bedroom/sync_depth_01010.png 518.8579,50,0.604383,0.25074235,0.41920143,0.16931355
bedroom/rgb_01011.jpg bedroom/sync_depth_01011.png 518.8579,50,0.520778,0.20775156,0.45758933,0.15513131
bedroom/rgb_01020.jpg bedroom/sync_depth_01020.png 518.8579,50,0.34703013,0.13642195,1.4142814,0.38106224
bedroom/rgb_01021.jpg bedroom/sync_depth_01021.png 518.8579,50,0.701028,0.1369406,1.3343719,0.36936975
bedroom/rgb_01022.jpg bedroom/sync_depth_01022.png 518.8579,50,0.7243407,0.19400273,1.6740836,0.4403823
bedroom/rgb_01031.jpg bedroom/sync_depth_01031.png 518.8579,50,0.43068814,0.1659123,0.7115466,0.23685983
bedroom/rgb_01032.jpg bedroom/sync_depth_01032.png 518.8579,50,0.37370592,0.16070282,0.4792284,0.19044733
bedroom/rgb_01033.jpg bedroom/sync_depth_01033.png 518.8579,50,0.41304517,0.16979699,0.4039184,0.15169446
bedroom/rgb_01037.jpg bedroom/sync_depth_01037.png 518.8579,50,0.44488993,0.19574375,0.42264885,0.16594726
bedroom/rgb_01038.jpg bedroom/sync_depth_01038.png 518.8579,50,0.22392471,0.05560441,1.1665738,0.35256177
bedroom/rgb_01047.jpg bedroom/sync_depth_01047.png 518.8579,50,0.47472852,0.27036247,0.4863367,0.14100152
bedroom/rgb_01048.jpg bedroom/sync_depth_01048.png 518.8579,50,0.2880993,0.09158364,0.8979408,0.27416947
bedroom/rgb_01051.jpg bedroom/sync_depth_01051.png 518.8579,50,0.27855337,0.11364942,0.67211556,0.254707
bedroom/rgb_01056.jpg bedroom/sync_depth_01056.png 518.8579,50,0.19308618,0.059557583,0.95481336,0.2707484
bedroom/rgb_01057.jpg bedroom/sync_depth_01057.png 518.8579,50,0.17499107,0.064715646,0.70653856,0.2901045
bedroom/rgb_01074.jpg bedroom/sync_depth_01074.png 518.8579,50,0.52613825,0.1689203,1.2001634,0.33437523
bedroom/rgb_01075.jpg bedroom/sync_depth_01075.png 518.8579,50,0.375462,0.13018005,0.88323176,0.2778019
bedroom/rgb_01076.jpg bedroom/sync_depth_01076.png 518.8579,50,0.5314993,0.19172943,0.97086316,0.29259154
bedroom/rgb_01077.jpg bedroom/sync_depth_01077.png 518.8579,50,0.39761063,0.14949743,0.4161874,0.11645409
bedroom/rgb_01078.jpg bedroom/sync_depth_01078.png 518.8579,50,0.7645506,0.27378014,0.47299615,0.14036551
bedroom/rgb_01079.jpg bedroom/sync_depth_01079.png 518.8579,50,0.3558361,0.10923258,0.97446424,0.32730752
bedroom/rgb_01080.jpg bedroom/sync_depth_01080.png 518.8579,50,0.8772494,0.22688644,1.1535316,0.27603054
bedroom/rgb_01081.jpg bedroom/sync_depth_01081.png 518.8579,50,0.80590355,0.22877117,1.0655499,0.2534126
bedroom/rgb_01082.jpg bedroom/sync_depth_01082.png 518.8579,50,0.4787171,0.18867342,0.6603408,0.2783401
bedroom/rgb_01083.jpg bedroom/sync_depth_01083.png 518.8579,50,0.33819228,0.12584722,0.71361417,0.26847002
bedroom/rgb_01087.jpg bedroom/sync_depth_01087.png 518.8579,50,0.3442624,0.16556753,0.4776103,0.20034751
bedroom/rgb_01088.jpg bedroom/sync_depth_01088.png 518.8579,50,0.25014183,0.10052052,0.9284101,0.27344903
bedroom/rgb_01089.jpg bedroom/sync_depth_01089.png 518.8579,50,0.47892848,0.22101879,0.46309498,0.20016363
bedroom/rgb_01090.jpg bedroom/sync_depth_01090.png 518.8579,50,0.37065443,0.14081246,1.1803008,0.36010674
bedroom/rgb_01091.jpg bedroom/sync_depth_01091.png 518.8579,50,0.16040552,0.05335105,0.8772151,0.29685163
bedroom/rgb_01093.jpg bedroom/sync_depth_01093.png 518.8579,50,0.27952674,0.10882501,0.6169128,0.22993973
bedroom/rgb_01094.jpg bedroom/sync_depth_01094.png 518.8579,50,0.38518322,0.17171408,0.439645,0.15772271
bedroom/rgb_01095.jpg bedroom/sync_depth_01095.png 518.8579,50,0.2182182,0.12784438,0.5558924,0.19368486
bedroom/rgb_01097.jpg bedroom/sync_depth_01097.png 518.8579,50,0.42312807,0.13729016,1.0974413,0.32936263
bedroom/rgb_01098.jpg bedroom/sync_depth_01098.png 518.8579,50,0.32042083,0.08401321,1.0808239,0.31237376
bedroom/rgb_01099.jpg bedroom/sync_depth_01099.png 518.8579,50,0.20042433,0.043040346,0.7809239,0.27662843
bedroom/rgb_01100.jpg bedroom/sync_depth_01100.png 518.8579,50,0.2927132,0.09857367,1.1610653,0.28778142
bedroom/rgb_01101.jpg bedroom/sync_depth_01101.png 518.8579,50,0.28939164,0.10842855,0.9374354,0.2827327
bedroom/rgb_01102.jpg bedroom/sync_depth_01102.png 518.8579,50,0.515424,0.14282393,1.2362295,0.3672428
bedroom/rgb_01103.jpg bedroom/sync_depth_01103.png 518.8579,50,0.28293556,0.054879643,0.5943477,0.25643635
bedroom/rgb_01105.jpg bedroom/sync_depth_01105.png 518.8579,50,0.19903326,0.0631834,1.3475649,0.42989954
bedroom/rgb_01106.jpg bedroom/sync_depth_01106.png 518.8579,50,0.27404732,0.058022812,1.041716,0.3222004
bedroom/rgb_01107.jpg bedroom/sync_depth_01107.png 518.8579,50,0.49248412,0.110648565,1.5353711,0.34814122
bedroom/rgb_01108.jpg bedroom/sync_depth_01108.png 518.8579,50,0.2622495,0.109555595,0.40230334,0.15383999
bedroom/rgb_01116.jpg bedroom/sync_depth_01116.png 518.8579,50,0.3937433,0.13118637,1.101788,0.29798368
bedroom/rgb_01117.jpg bedroom/sync_depth_01117.png 518.8579,50,0.42983162,0.22586319,0.37022758,0.17754772
bedroom/rgb_01118.jpg bedroom/sync_depth_01118.png 518.8579,50,0.46750358,0.25916588,0.26930767,0.11830222
bedroom/rgb_01123.jpg bedroom/sync_depth_01123.png 518.8579,50,0.45332402,0.14424898,1.2325506,0.35510534
bedroom/rgb_01124.jpg bedroom/sync_depth_01124.png 518.8579,50,0.4302764,0.1333379,0.79980284,0.2414745
bedroom/rgb_01125.jpg bedroom/sync_depth_01125.png 518.8579,50,0.34250608,0.1625459,0.31197453,0.13760856
bedroom/rgb_01126.jpg bedroom/sync_depth_01126.png 518.8579,50,0.43217912,0.11507178,1.3357644,0.34944504
bedroom/rgb_01127.jpg bedroom/sync_depth_01127.png 518.8579,50,0.23988657,0.11331062,0.5675222,0.18898474
bedroom/rgb_01128.jpg bedroom/sync_depth_01128.png 518.8579,50,0.28969175,0.08396219,1.4856712,0.4141956
bedroom/rgb_01129.jpg bedroom/sync_depth_01129.png 518.8579,50,0.2640801,0.09326737,1.7896495,0.4150957
bedroom/rgb_01130.jpg bedroom/sync_depth_01130.png 518.8579,50,0.21590382,0.09071789,0.78445786,0.27502307
bedroom/rgb_01134.jpg bedroom/sync_depth_01134.png 518.8579,50,0.17674153,0.06948427,0.5918621,0.21405333
bedroom/rgb_01135.jpg bedroom/sync_depth_01135.png 518.8579,50,0.37429917,0.17911515,0.34675962,0.14918426
bedroom/rgb_01143.jpg bedroom/sync_depth_01143.png 518.8579,50,0.25941768,0.121297605,0.29096228,0.10909462
bedroom/rgb_01144.jpg bedroom/sync_depth_01144.png 518.8579,50,0.3253103,0.08323574,1.3574718,0.3239018
bedroom/rgb_01145.jpg bedroom/sync_depth_01145.png 518.8579,50,0.37165356,0.10789986,0.68993104,0.18156101
bedroom/rgb_01146.jpg bedroom/sync_depth_01146.png 518.8579,50,0.38955024,0.15146042,0.41797176,0.16423264
bedroom/rgb_01147.jpg bedroom/sync_depth_01147.png 518.8579,50,0.4442046,0.17220816,0.40689257,0.15304059
bedroom/rgb_01148.jpg bedroom/sync_depth_01148.png 518.8579,50,0.3313595,0.16941234,0.34934485,0.20608662
bedroom/rgb_01149.jpg bedroom/sync_depth_01149.png 518.8579,50,0.24133001,0.06238076,1.3485532,0.29403692
bedroom/rgb_01151.jpg bedroom/sync_depth_01151.png 518.8579,50,0.42104214,0.15499932,0.57286996,0.19477606
bedroom/rgb_01152.jpg bedroom/sync_depth_01152.png 518.8579,50,0.09346792,0.059921723,0.33132905,0.16499193
bedroom/rgb_01153.jpg bedroom/sync_depth_01153.png 518.8579,50,0.4759524,0.21987264,0.32579038,0.15231237
bedroom/rgb_01154.jpg bedroom/sync_depth_01154.png 518.8579,50,0.3407574,0.17900795,0.4970486,0.2612844
bedroom/rgb_01155.jpg bedroom/sync_depth_01155.png 518.8579,50,0.32154247,0.15199257,0.62656605,0.25204274
bedroom/rgb_01156.jpg bedroom/sync_depth_01156.png 518.8579,50,0.35260308,0.13864294,0.35880646,0.13659488
bedroom/rgb_01157.jpg bedroom/sync_depth_01157.png 518.8579,50,0.19485506,0.11347948,0.48167843,0.26962256
bedroom/rgb_01161.jpg bedroom/sync_depth_01161.png 518.8579,50,0.123396866,0.04864694,1.0114139,0.38310158
bedroom/rgb_01162.jpg bedroom/sync_depth_01162.png 518.8579,50,0.20282352,0.09166869,0.62560403,0.2836196
bedroom/rgb_01163.jpg bedroom/sync_depth_01163.png 518.8579,50,0.21379052,0.12332849,0.2142949,0.100225106
bedroom/rgb_01164.jpg bedroom/sync_depth_01164.png 518.8579,50,0.6418376,0.16069166,1.4718369,0.37725908
bedroom/rgb_01165.jpg bedroom/sync_depth_01165.png 518.8579,50,0.37053886,0.104380384,0.9339919,0.31802568
bedroom/rgb_01166.jpg bedroom/sync_depth_01166.png 518.8579,50,0.41661182,0.15867817,0.83046865,0.32748133
bedroom/rgb_01169.jpg bedroom/sync_depth_01169.png 518.8579,50,0.5971138,0.1885922,1.5829972,0.45446697
bedroom/rgb_01170.jpg bedroom/sync_depth_01170.png 518.8579,50,0.17341588,0.054824874,1.1064198,0.38031846
bedroom/rgb_01173.jpg bedroom/sync_depth_01173.png 518.8579,50,0.13811207,0.05835339,0.63411653,0.2555358
bedroom/rgb_01174.jpg bedroom/sync_depth_01174.png 518.8579,50,0.26950565,0.11618261,0.5951985,0.2308617
bedroom/rgb_01175.jpg bedroom/sync_depth_01175.png 518.8579,50,0.43442988,0.2095997,0.42305785,0.1623131
bedroom/rgb_01178.jpg bedroom/sync_depth_01178.png 518.8579,50,0.22247882,0.10398167,0.5572503,0.19578567
bedroom/rgb_01179.jpg bedroom/sync_depth_01179.png 518.8579,50,0.341978,0.15377206,0.7631319,0.28057826
bedroom/rgb_01180.jpg bedroom/sync_depth_01180.png 518.8579,50,0.17434475,0.034608252,0.7684739,0.3072517
bedroom/rgb_01181.jpg bedroom/sync_depth_01181.png 518.8579,50,0.40973788,0.0937304,0.6982358,0.22390598
bedroom/rgb_01182.jpg bedroom/sync_depth_01182.png 518.8579,50,0.16756932,0.059741877,0.8519853,0.2733179
bedroom/rgb_01183.jpg bedroom/sync_depth_01183.png 518.8579,50,0.07567649,0.020657716,1.0034056,0.33668578
bedroom/rgb_01191.jpg bedroom/sync_depth_01191.png 518.8579,50,0.11421944,0.02961557,1.2476102,0.37345058
bedroom/rgb_01192.jpg bedroom/sync_depth_01192.png 518.8579,50,0.17112423,0.050819136,1.133761,0.28960833
bedroom/rgb_01193.jpg bedroom/sync_depth_01193.png 518.8579,50,0.49067855,0.13656019,0.9161106,0.26111376
bedroom/rgb_01194.jpg bedroom/sync_depth_01194.png 518.8579,50,0.18524337,0.07291033,0.67644155,0.2735182
bedroom/rgb_01195.jpg bedroom/sync_depth_01195.png 518.8579,50,0.22497144,0.10189505,0.50064135,0.23447776
bookstore/rgb_00083.jpg bookstore/sync_depth_00083.png 518.8579,50,0.61855185,0.124583945,2.5196118,0.38600492
bookstore/rgb_00084.jpg bookstore/sync_depth_00084.png 518.8579,50,0.30232945,0.09497676,1.4071194,0.3902129
bookstore/rgb_00085.jpg bookstore/sync_depth_00085.png 518.8579,50,0.36370593,0.06881605,1.6483663,0.37687474
bookstore/rgb_00086.jpg bookstore/sync_depth_00086.png 518.8579,50,0.38488698,0.10425175,1.9347241,0.3648417
bookstore/rgb_00087.jpg bookstore/sync_depth_00087.png 518.8579,50,0.9160865,0.37742496,0.5536286,0.20013745
bookstore/rgb_00088.jpg bookstore/sync_depth_00088.png 518.8579,50,0.86003536,0.25529706,2.1014855,0.46008897
bookstore/rgb_00089.jpg bookstore/sync_depth_00089.png 518.8579,50,0.5335057,0.13172682,1.6281371,0.40526664
bookstore/rgb_00090.jpg bookstore/sync_depth_00090.png 518.8579,50,0.6764036,0.14004256,1.1963565,0.29440588
bookstore/rgb_00116.jpg bookstore/sync_depth_00116.png 518.8579,50,0.63632846,0.0963013,2.9347346,0.4253493
bookstore/rgb_00117.jpg bookstore/sync_depth_00117.png 518.8579,50,0.7349149,0.1367918,1.4203968,0.27489236
bookstore/rgb_00118.jpg bookstore/sync_depth_00118.png 518.8579,50,0.91507024,0.17100765,2.470537,0.37644726
classroom/rgb_00283.jpg classroom/sync_depth_00283.png 518.8579,50,0.7753221,0.20435415,1.0772389,0.2416795
classroom/rgb_00284.jpg classroom/sync_depth_00284.png 518.8579,50,0.4473261,0.13088265,1.3945065,0.37650388
classroom/rgb_00295.jpg classroom/sync_depth_00295.png 518.8579,50,0.640327,0.14165778,1.2602183,0.29173684
classroom/rgb_00296.jpg classroom/sync_depth_00296.png 518.8579,50,0.33843526,0.0918115,1.1238796,0.34048378
classroom/rgb_00297.jpg classroom/sync_depth_00297.png 518.8579,50,0.5396509,0.12806834,1.1471934,0.2850114
