sample,cropped_percentage,rmse_org,rel_org,rmse_cropped,rel_cropped
home_office/rgb_00395.jpg home_office/sync_depth_00395.png 518.8579,50,0.50227565,0.1946103,0.71530885,0.22969572
home_office/rgb_00396.jpg home_office/sync_depth_00396.png 518.8579,50,0.48010108,0.16445298,0.8939747,0.27479005
home_office/rgb_00554.jpg home_office/sync_depth_00554.png 518.8579,50,0.26767296,0.089972906,0.8353278,0.28060097
home_office/rgb_00555.jpg home_office/sync_depth_00555.png 518.8579,50,0.20838234,0.0777518,0.4831082,0.20026305
home_office/rgb_00556.jpg home_office/sync_depth_00556.png 518.8579,50,0.29189837,0.15114754,0.26145792,0.13474602
home_office/rgb_00557.jpg home_office/sync_depth_00557.png 518.8579,50,0.3075608,0.16120555,0.46189082,0.2437986
kitchen/rgb_00000.jpg kitchen/sync_depth_00000.png 518.8579,50,0.786173,0.26192066,1.5948639,0.48211643
kitchen/rgb_00001.jpg kitchen/sync_depth_00001.png 518.8579,50,0.32196912,0.17867881,0.545153,0.26980102
kitchen/rgb_00124.jpg kitchen/sync_depth_00124.png 518.8579,50,0.2872399,0.10274661,0.4641992,0.19705665
kitchen/rgb_00125.jpg kitchen/sync_depth_00125.png 518.8579,50,0.32470322,0.14672913,0.3242801,0.15894967
kitchen/rgb_00126.jpg kitchen/sync_depth_00126.png 518.8579,50,0.22304785,0.15857758,0.40779445,0.20143561
kitchen/rgb_00127.jpg kitchen/sync_depth_00127.png 518.8579,50,0.38240117,0.3389037,0.41439983,0.35221344
kitchen/rgb_00128.jpg kitchen/sync_depth_00128.png 518.8579,50,0.29817593,0.22806655,0.21138097,0.15083048
kitchen/rgb_00130.jpg kitchen/sync_depth_00130.png 518.8579,50,0.101449415,0.04456878,0.8738356,0.38024217
kitchen/rgb_00131.jpg kitchen/sync_depth_00131.png 518.8579,50,0.098214455,0.065075085,0.16047606,0.09638859
kitchen/rgb_00132.jpg kitchen/sync_depth_00132.png 518.8579,50,0.1621236,0.10812087,0.09177974,0.045333073
kitchen/rgb_00133.jpg kitchen/sync_depth_00133.png 518.8579,50,0.10196755,0.03458249,0.4834015,0.25097477
kitchen/rgb_00136.jpg kitchen/sync_depth_00136.png 518.8579,50,0.29601124,0.14966436,0.678754,0.3282791
kitchen/rgb_00193.jpg kitchen/sync_depth_00193.png 518.8579,50,0.093298964,0.05016253,0.4461975,0.24862726
kitchen/rgb_00194.jpg kitchen/sync_depth_00194.png 518.8579,50,0.3693859,0.31913486,0.12586476,0.10171125
kitchen/rgb_00195.jpg kitchen/sync_depth_00195.png 518.8579,50,0.24088106,0.17055795,0.060121197,0.031779457
kitchen/rgb_00196.jpg kitchen/sync_depth_00196.png 518.8579,50,0.29065463,0.28789103,0.21671796,0.18268491
kitchen/rgb_00197.jpg kitchen/sync_depth_00197.png 518.8579,50,0.21267585,0.15317762,0.17273459,0.10595743
kitchen/rgb_00199.jpg kitchen/sync_depth_00199.png 518.8579,50,0.38406792,0.23486924,0.35446537,0.17637426
kitchen/rgb_00200.jpg kitchen/sync_depth_00200.png 518.8579,50,0.8032185,0.26983142,1.3704678,0.3010386
kitchen/rgb_00201.jpg kitchen/sync_depth_00201.png 518.8579,50,0.4166118,0.18467003,0.4142152,0.17953019
kitchen/rgb_00249.jpg kitchen/sync_depth_00249.png 518.8579,50,0.31880608,0.21464023,0.3602479,0.1991263
kitchen/rgb_00558.jpg kitchen/sync_depth_00558.png 518.8579,50,0.20902826,0.1167777,0.932349,0.3287795
kitchen/rgb_00559.jpg kitchen/sync_depth_00559.png 518.8579,50,0.08746393,0.04577717,0.6141929,0.30357367
kitchen/rgb_00560.jpg kitchen/sync_depth_00560.png 518.8579,50,0.28234273,0.22865318,0.28112626,0.13090299
kitchen/rgb_00561.jpg kitchen/sync_depth_00561.png 518.8579,50,0.44255778,0.17013487,0.2902369,0.1438437
kitchen/rgb_00562.jpg kitchen/sync_depth_00562.png 518.8579,50,0.3189896,0.18930314,0.7584871,0.31231096
kitchen/rgb_00563.jpg kitchen/sync_depth_00563.png 518.8579,50,0.3945665,0.16520688,0.5980101,0.19290987
kitchen/rgb_00564.jpg kitchen/sync_depth_00564.png 518.8579,50,0.25114194,0.06875893,1.089726,0.34920165
kitchen/rgb_00565.jpg kitchen/sync_depth_00565.png 518.8579,50,0.16497351,0.057608698,0.880809,0.35618207
kitchen/rgb_00566.jpg kitchen/sync_depth_00566.png 518.8579,50,0.1966225,0.074091114,0.8734436,0.29390717
kitchen/rgb_00567.jpg kitchen/sync_depth_00567.png 518.8579,50,0.17809953,0.05584564,0.7952765,0.34109893
kitchen/rgb_00568.jpg kitchen/sync_depth_00568.png 518.8579,50,0.1698448,0.061964657,0.9824336,0.35246578
kitchen/rgb_00569.jpg kitchen/sync_depth_00569.png 518.8579,50,0.39974836,0.155637,0.86706066,0.36068496
kitchen/rgb_00570.jpg kitchen/sync_depth_00570.png 518.8579,50,0.17537063,0.08826173,0.6789336,0.30583227
kitchen/rgb_00198.jpg kitchen/sync_depth_00198.png 518.8579,50,0.20055231,0.081115946,0.57122105,0.30545467
kitchen/rgb_00758.jpg kitchen/sync_depth_00758.png 518.8579,50,0.19013646,0.091171525,0.5216045,0.25336367
kitchen/rgb_00776.jpg kitchen/sync_depth_00776.png 518.8579,50,0.3669137,0.13674487,0.94179106,0.36202812
kitchen/rgb_00811.jpg kitchen/sync_depth_00811.png 518.8579,50,0.46323588,0.17001027,0.50038284,0.1531779
kitchen/rgb_00844.jpg kitchen/sync_depth_00844.png 518.8579,50,0.29082188,0.11950234,0.7369714,0.3153193
kitchen/rgb_00759.jpg kitchen/sync_depth_00759.png 518.8579,50,0.26970544,0.10525365,0.5789492,0.2071217
kitchen/rgb_00760.jpg kitchen/sync_depth_00760.png 518.8579,50,0.400672,0.18178391,0.3594986,0.15150857
kitchen/rgb_00761.jpg kitchen/sync_depth_00761.png 518.8579,50,0.33825585,0.08892555,1.0583875,0.3868119
kitchen/rgb_00762.jpg kitchen/sync_depth_00762.png 518.8579,50,0.17079066,0.05519395,0.7909775,0.37041187
kitchen/rgb_00763.jpg kitchen/sync_depth_00763.png 518.8579,50,0.48617798,0.14448306,1.4963372,0.38674936
kitchen/rgb_00764.jpg kitchen/sync_depth_00764.png 518.8579,50,0.16945681,0.10675221,0.24682876,0.16116613
kitchen/rgb_00765.jpg kitchen/sync_depth_00765.png 518.8579,50,0.2581096,0.086510174,1.1292609,0.40427917
kitchen/rgb_00766.jpg kitchen/sync_depth_00766.png 518.8579,50,0.24145149,0.07169184,0.7477767,0.27084634
kitchen/rgb_00767.jpg kitchen/sync_depth_00767.png 518.8579,50,0.4508007,0.09499064,1.3945999,0.3231367
kitchen/rgb_00768.jpg kitchen/sync_depth_00768.png 518.8579,50,0.26911938,0.122440696,0.65006393,0.20550635
kitchen/rgb_00769.jpg kitchen/sync_depth_00769.png 518.8579,50,0.099041276,0.041139793,0.62529284,0.2913427
kitchen/rgb_00770.jpg kitchen/sync_depth_00770.png 518.8579,50,0.18402609,0.08701155,0.2832391,0.11137853
kitchen/rgb_00771.jpg kitchen/sync_depth_00771.png 518.8579,50,0.43253496,0.10845172,0.6146548,0.26100639
kitchen/rgb_00772.jpg kitchen/sync_depth_00772.png 518.8579,50,0.23352586,0.054876186,0.6353206,0.23043321
kitchen/rgb_00773.jpg kitchen/sync_depth_00773.png 518.8579,50,0.26933026,0.118216306,0.44184124,0.23983929
kitchen/rgb_00774.jpg kitchen/sync_depth_00774.png 518.8579,50,0.2508775,0.14261974,0.68959105,0.33781353
kitchen/rgb_00775.jpg kitchen/sync_depth_00775.png 518.8579,50,0.16550793,0.08896619,0.6578362,0.31783608
kitchen/rgb_00777.jpg kitchen/sync_depth_00777.png 518.8579,50,0.43396336,0.12704673,1.0877538,0.35413435
kitchen/rgb_00778.jpg kitchen/sync_depth_00778.png 518.8579,50,0.17437592,0.052479286,0.73689926,0.32459593
kitchen/rgb_00779.jpg kitchen/sync_depth_00779.png 518.8579,50,0.23425335,0.06288905,0.97227615,0.25358087
kitchen/rgb_00780.jpg kitchen/sync_depth_00780.png 518.8579,50,0.35914713,0.122884534,0.5085274,0.19366372
kitchen/rgb_00781.jpg kitchen/sync_depth_00781.png 518.8579,50,0.4937563,0.11516208,1.1156608,0.27138132
kitchen/rgb_00782.jpg kitchen/sync_depth_00782.png 518.8579,50,0.38131005,0.11872211,1.8898941,0.2847173
kitchen/rgb_00783.jpg kitchen/sync_depth_00783.png 518.8579,50,0.8400753,0.15385002,1.9945561,0.45686796
kitchen/rgb_00784.jpg kitchen/sync_depth_00784.png 518.8579,50,0.63852006,0.12822269,1.1823483,0.13910808
kitchen/rgb_00785.jpg kitchen/sync_depth_00785.png 518.8579,50,0.46890905,0.07968614,1.4348581,0.26717854
kitchen/rgb_00786.jpg kitchen/sync_depth_00786.png 518.8579,50,0.35407916,0.08150389,0.8722374,0.28408974
kitchen/rgb_00799.jpg kitchen/sync_depth_00799.png 518.8579,50,0.2357937,0.15623488,0.60479367,0.3257068
kitchen/rgb_00800.jpg kitchen/sync_depth_00800.png 518.8579,50,0.79899126,0.26875693,1.5632688,0.2839758
kitchen/rgb_00801.jpg kitchen/sync_depth_00801.png 518.8579,50,0.58373886,0.13910344,1.7803485,0.3670928
kitchen/rgb_00802.jpg kitchen/sync_depth_00802.png 518.8579,50,0.57459277,0.18927477,1.3293173,0.35660818
kitchen/rgb_00803.jpg kitchen/sync_depth_00803.png 518.8579,50,0.47738424,0.17766866,1.5064363,0.27099904
kitchen/rgb_00809.jpg kitchen/sync_depth_00809.png 518.8579,50,0.6982045,0.2311096,1.7511262,0.3441982
kitchen/rgb_00810.jpg kitchen/sync_depth_00810.png 518.8579,50,0.5957156,0.17746365,0.8809401,0.19220223
kitchen/rgb_00812.jpg kitchen/sync_depth_00812.png 518.8579,50,0.5788481,0.22349252,1.0835624,0.2242884
kitchen/rgb_00813.jpg kitchen/sync_depth_00813.png 518.8579,50,0.36334968,0.13771772,0.9234981,0.32972255
kitchen/rgb_00820.jpg kitchen/sync_depth_00820.png 518.8579,50,0.33600026,0.10129579,0.6132589,0.2228976
kitchen/rgb_00821.jpg kitchen/sync_depth_00821.png 518.8579,50,0.48534626,0.13918997,0.601912,0.19295287
kitchen/rgb_00822.jpg kitchen/sync_depth_00822.png 518.8579,50,0.29770616,0.13068607,0.6805958,0.24183106
kitchen/rgb_00832.jpg kitchen/sync_depth_00832.png 518.8579,50,1.1508489,0.33502585,0.8666237,0.17138809
kitchen/rgb_00833.jpg kitchen/sync_depth_00833.png 518.8579,50,0.89904255,0.2878127,0.7750483,0.2696185
kitchen/rgb_00834.jpg kitchen/sync_depth_00834.png 518.8579,50,1.4394248,0.38774973,1.5014013,0.3222211
kitchen/rgb_00835.jpg kitchen/sync_depth_00835.png 518.8579,50,1.4943786,0.41191432,1.2054094,0.27920166
kitchen/rgb_00836.jpg kitchen/sync_depth_00836.png 518.8579,50,0.4061709,0.14253381,0.7183659,0.24692687
kitchen/rgb_00837.jpg kitchen/sync_depth_00837.png 518.8579,50,0.31232888,0.15616274,0.6407358,0.29790905
kitchen/rgb_00838.jpg kitchen/sync_depth_00838.png 518.8579,50,0.57378775,0.21793802,0.4984852,0.20319471
kitchen/rgb_00839.jpg kitchen/sync_depth_00839.png 518.8579,50,0.44573545,0.24338703,0.86343485,0.0952762
kitchen/rgb_00840.jpg kitchen/sync_depth_00840.png 518.8579,50,0.4410832,0.32751098,0.26016587,0.120616436
kitchen/rgb_00841.jpg kitchen/sync_depth_00841.png 518.8579,50,0.28692532,0.08619081,0.61156255,0.22178493
kitchen/rgb_00842.jpg kitchen/sync_depth_00842.png 518.8579,50,0.5457137,0.23410273,0.9013688,0.32459015
kitchen/rgb_00843.jpg kitchen/sync_depth_00843.png 518.8579,50,0.31276765,0.12928458,0.69597423,0.2760021
kitchen/rgb_00845.jpg kitchen/sync_depth_00845.png 518.8579,50,0.11115399,0.08799469,0.32934427,0.20844921
kitchen/rgb_00849.jpg kitchen/sync_depth_00849.png 518.8579,50,0.5005097,0.091149636,1.2081532,0.31631872
kitchen/rgb_00850.jpg kitchen/sync_depth_00850.png 518.8579,50,0.5603209,0.12385667,0.92299235,0.27290806
kitchen/rgb_00851.jpg kitchen/sync_depth_00851.png 518.8579,50,0.30510613,0.09311289,0.4701722,0.25259635
kitchen/rgb_00856.jpg kitchen/sync_depth_00856.png 518.8579,50,0.22172989,0.10789665,0.51673883,0.24751633
kitchen/rgb_00857.jpg kitchen/sync_depth_00857.png 518.8579,50,0.64606196,0.2381402,0.560671,0.26442763
kitchen/rgb_00858.jpg kitchen/sync_depth_00858.png 518.8579,50,0.79387075,0.17154674,0.4454319,0.20915978
kitchen/rgb_00859.jpg kitchen/sync_depth_00859.png 518.8579,50,0.82695466,0.14369741,0.8130108,0.24965099
kitchen/rgb_00860.jpg kitchen/sync_depth_00860.png 518.8579,50,0.75422406,0.20040867,1.5859046,0.24764265
kitchen/rgb_00861.jpg kitchen/sync_depth_00861.png 518.8579,50,0.5631104,0.14285034,0.60228574,0.2699859
kitchen/rgb_00868.jpg kitchen/sync_depth_00868.png 518.8579,50,0.5605967,0.16503045,1.049205,0.32031754
kitchen/rgb_00869.jpg kitchen/sync_depth_00869.png 518.8579,50,0.1834431,0.045929454,1.0751066,0.30107832
kitchen/rgb_00870.jpg kitchen/sync_depth_00870.png 518.8579,50,0.11771593,0.06221071,0.62265086,0.32811242
kitchen/rgb_00905.jpg kitchen/sync_depth_00905.png 518.8579,50,0.89021134,0.22276607,1.6945655,0.3326014
kitchen/rgb_00906.jpg kitchen/sync_depth_00906.png 518.8579,50,0.38883823,0.19057472,0.2104702,0.05996386
kitchen/rgb_00907.jpg kitchen/sync_depth_00907.png 518.8579,50,0.6890546,0.20565486,0.9632406,0.2850564
living_room/rgb_00152.jpg living_room/sync_depth_00152.png 518.8579,50,0.23948886,0.08368879,1.0023457,0.3563766
living_room/rgb_00153.jpg living_room/sync_depth_00153.png 518.8579,50,0.27146828,0.11709937,0.57839984,0.21934822
living_room/rgb_00154.jpg living_room/sync_depth_00154.png 518.8579,50,0.33440477,0.16413693,0.6674826,0.250789
living_room/rgb_00166.jpg living_room/sync_depth_00166.png 518.8579,50,0.34204546,0.1970265,0.6761568,0.22963133
living_room/rgb_00167.jpg living_room/sync_depth_00167.png 518.8579,50,0.20719972,0.13423643,0.23658764,0.15163793
living_room/rgb_00168.jpg living_room/sync_depth_00168.png 518.8579,50,0.27763706,0.12961195,0.31329983,0.13637853
living_room/rgb_00206.jpg living_room/sync_depth_00206.png 518.8579,50,0.38413593,0.15091369,0.8608749,0.16395661
living_room/rgb_00207.jpg living_room/sync_depth_00207.png 518.8579,50,0.4364684,0.14090382,0.8620687,0.2254833
living_room/rgb_00208.jpg living_room/sync_depth_00208.png 518.8579,50,0.10708103,0.035326157,0.7782587,0.29101604
living_room/rgb_00209.jpg living_room/sync_depth_00209.png 518.8579,50,0.4883554,0.119068034,0.9223448,0.27429894
living_room/rgb_00210.jpg living_room/sync_depth_00210.png 518.8579,50,0.5804638,0.17365402,0.86562866,0.27161354
living_room/rgb_00211.jpg living_room/sync_depth_00211.png 518.8579,50,0.3187852,0.09794997,0.9950351,0.332847
living_room/rgb_00263.jpg living_room/sync_depth_00263.png 518.8579,50,0.3349217,0.1256832,0.8016657,0.284786
living_room/rgb_00578.jpg living_room/sync_depth_00578.png 518.8579,50,0.8108921,0.20030794,1.596271,0.35401973
living_room/rgb_00579.jpg living_room/sync_depth_00579.png 518.8579,50,0.58838916,0.1812721,0.69610983,0.21686457
living_room/rgb_00580.jpg living_room/sync_depth_00580.png 518.8579,50,0.4893555,0.13546799,0.83038527,0.22399324
living_room/rgb_00581.jpg living_room/sync_depth_00581.png 518.8579,50,0.3194896,0.103672005,1.0212843,0.29446292
living_room/rgb_00590.jpg living_room/sync_depth_00590.png 518.8579,50,0.18099125,0.052587654,1.1692506,0.41444114
living_room/rgb_00591.jpg living_room/sync_depth_00591.png 518.8579,50,0.23356044,0.0866592,0.71318865,0.23846234
living_room/rgb_00592.jpg living_room/sync_depth_00592.png 518.8579,50,0.1810501,0.08199493,0.6660824,0.22823048
living_room/rgb_00593.jpg living_room/sync_depth_00593.png 518.8579,50,0.19863884,0.06629971,0.7142969,0.25332272
living_room/rgb_00602.jpg living_room/sync_depth_00602.png 518.8579,50,0.73700666,0.22019884,1.580005,0.46576875
living_room/rgb_00603.jpg living_room/sync_depth_00603.png 518.8579,50,0.62605035,0.12825389,1.1659052,0.2636539
living_room/rgb_00604.jpg living_room/sync_depth_00604.png 518.8579,50,0.42368498,0.12548642,0.8981168,0.26547188
living_room/rgb_00605.jpg living_room/sync_depth_00605.png 518.8579,50,0.3167665,0.08739495,0.6881696,0.23782136
living_room/rgb_00606.jpg living_room/sync_depth_00606.png 518.8579,50,0.22756027,0.06515449,0.6839009,0.25916123
living_room/rgb_01200.jpg living_room/sync_depth_01200.png 518.8579,50,0.30608833,0.09027407,0.64374775,0.2610018
living_room/rgb_01201.jpg living_room/sync_depth_01201.png 518.8579,50,0.43453,0.17631155,0.3826463,0.14421153
living_room/rgb_01202.jpg living_room/sync_depth_01202.png 518.8579,50,0.11272789,0.042973768,0.69650376,0.2725147
living_room/rgb_01203.jpg living_room/sync_depth_01203.png 518.8579,50,0.512012,0.08626817,1.8219789,0.3686567
living_room/rgb_01204.jpg living_room/sync_depth_01204.png 518.8579,50,0.41507402,0.08576224,0.778091,0.2373359
living_room/rgb_01205.jpg living_room/sync_depth_01205.png 518.8579,50,0.39787337,0.0524366,1.7135412,0.36531422
living_room/rgb_01206.jpg living_room/sync_depth_01206.png 518.8579,50,0.30420545,0.067704104,0.8532669,0.2641619
living_room/rgb_01207.jpg living_room/sync_depth_01207.png 518.8579,50,0.2871548,0.05139811,1.1385487,0.24715623
living_room/rgb_00582.jpg living_room/sync_depth_00582.png 518.8579,50,0.37031975,0.115504354,1.0079037,0.27629045
living_room/rgb_01208.jpg living_room/sync_depth_01208.png 518.8579,50,0.31990427,0.06365373,1.1965656,0.3356935
living_room/rgb_01247.jpg living_room/sync_depth_01247.png 518.8579,50,0.40080032,0.07036963,1.7523537,0.36320385
living_room/rgb_01277.jpg living_room/sync_depth_01277.png 518.8579,50,0.3579525,0.13165332,1.6896228,0.36031646
living_room/rgb_01302.jpg living_room/sync_depth_01302.png 518.8579,50,0.21493286,0.06767093,1.2785108,0.34547466
living_room/rgb_01209.jpg living_room/sync_depth_01209.png 518.8579,50,0.38448545,0.09720964,0.80013,0.25851783
living_room/rgb_01210.jpg living_room/sync_depth_01210.png 518.8579,50,0.29664782,0.058780044,0.7940796,0.2817841
living_room/rgb_01211.jpg living_room/sync_depth_01211.png 518.8579,50,0.37244844,0.09781028,0.91388774,0.26206478
living_room/rgb_01215.jpg living_room/sync_depth_01215.png 518.8579,50,0.11795716,0.037240095,1.055916,0.3462155
living_room/rgb_01216.jpg living_room/sync_depth_01216.png 518.8579,50,0.20945546,0.05215041,0.9676329,0.29364902
living_room/rgb_01217.jpg living_room/sync_depth_01217.png 518.8579,50,0.19471401,0.051192462,0.90886104,0.26567107
living_room/rgb_01218.jpg living_room/sync_depth_01218.png 518.8579,50,0.43767533,0.06275207,1.3050339,0.3230739
living_room/rgb_01219.jpg living_room/sync_depth_01219.png 518.8579,50,0.521647,0.09902675,1.760855,0.42590976
living_room/rgb_01225.jpg living_room/sync_depth_01225.png 518.8579,50,0.69244534,0.09054157,0.65250325,0.20288503
living_room/rgb_01226.jpg living_room/sync_depth_01226.png 518.8579,50,0.44013608,0.06939015,0.6782581,0.21986754
living_room/rgb_01227.jpg living_room/sync_depth_01227.png 518.8579,50,0.34859258,0.11376138,0.73864627,0.26591533
living_room/rgb_01228.jpg living_room/sync_depth_01228.png 518.8579,50,0.32186377,0.06396339,0.94869804,0.3338074
living_room/rgb_01229.jpg living_room/sync_depth_01229.png 518.8579,50,0.49136132,0.1577044,0.2787393,0.1055528
living_room/rgb_01232.jpg living_room/sync_depth_01232.png 518.8579,50,0.21942924,0.09586843,0.6174944,0.19909388
living_room/rgb_01233.jpg living_room/sync_depth_01233.png 518.8579,50,0.4593735,0.1898064,0.6568444,0.23216467
living_room/rgb_01234.jpg living_room/sync_depth_01234.png 518.8579,50,0.5009311,0.19159606,0.49994892,0.12323463
living_room/rgb_01246.jpg living_room/sync_depth_01246.png 518.8579,50,0.18281038,0.043575343,1.7786607,0.45191276
living_room/rgb_01248.jpg living_room/sync_depth_01248.png 518.8579,50,0.3522653,0.15171538,0.46257818,0.18712428
living_room/rgb_01249.jpg living_room/sync_depth_01249.png 518.8579,50,0.18282567,0.036467522,1.1245275,0.28399011
living_room/rgb_01253.jpg living_room/sync_depth_01253.png 518.8579,50,0.62872547,0.17336921,1.891923,0.31505173
living_room/rgb_01254.jpg living_room/sync_depth_01254.png 518.8579,50,0.7952525,0.18583372,1.780531,0.33863124
living_room/rgb_01255.jpg living_room/sync_depth_01255.png 518.8579,50,0.63001895,0.14120561,2.1324513,0.39438134
living_room/rgb_01256.jpg living_room/sync_depth_01256.png 518.8579,50,0.70907384,0.19471823,1.1749738,0.2298951
living_room/rgb_01257.jpg living_room/sync_depth_01257.png 518.8579,50,0.2835455,0.095610306,1.0064927,0.24935241
living_room/rgb_01258.jpg living_room/sync_depth_01258.png 518.8579,50,0.38899872,0.12466602,1.199814,0.27623478
living_room/rgb_01259.jpg living_room/sync_depth_01259.png 518.8579,50,0.448275,0.15641822,1.1711737,0.24588054
living_room/rgb_01260.jpg living_room/sync_depth_01260.png 518.8579,50,0.39378592,0.13767031,1.6772777,0.35562763
living_room/rgb_01261.jpg living_room/sync_depth_01261.png 518.8579,50,0.4472964,0.13454019,1.4144696,0.39891583
living_room/rgb_01262.jpg living_room/sync_depth_01262.png 518.8579,50,0.6136075,0.13610606,2.1248393,0.38567266
living_room/rgb_01263.jpg living_room/sync_depth_01263.png 518.8579,50,0.2234001,0.09023831,0.2632847,0.108397275
living_room/rgb_01264.jpg living_room/sync_depth_01264.png 518.8579,50,0.64463985,0.14809975,2.0305154,0.36152044
living_room/rgb_01274.jpg living_room/sync_depth_01274.png 518.8579,50,0.5451336,0.11317881,1.5395235,0.33396012
living_room/rgb_01275.jpg living_room/sync_depth_01275.png 518.8579,50,0.58615786,0.15442468,1.8438663,0.27008483
living_room/rgb_01276.jpg living_room/sync_depth_01276.png 518.8579,50,0.41291237,0.12666138,1.1840243,0.28371242
living_room/rgb_01278.jpg living_room/sync_depth_01278.png 518.8579,50,0.35896286,0.081595615,1.3209255,0.3169515
living_room/rgb_01279.jpg living_room/sync_depth_01279.png 518.8579,50,0.3255471,0.082962,1.5423998,0.3195158
living_room/rgb_01284.jpg living_room/sync_depth_01284.png 518.8579,50,0.48381644,0.1630602,0.83839965,0.28604484
living_room/rgb_01285.jpg living_room/sync_depth_01285.png 518.8579,50,0.1908746,0.057371896,1.4950427,0.31803897
living_room/rgb_01286.jpg living_room/sync_depth_01286.png 518.8579,50,0.27436695,0.116741456,1.2939748,0.32877037
living_room/rgb_01287.jpg living_room/sync_depth_01287.png 518.8579,50,0.4392566,0.118437864,1.0903382,0.28843775
living_room/rgb_01288.jpg living_room/sync_depth_01288.png 518.8579,50,0.3459784,0.10428458,1.3291082,0.32067564
living_room/rgb_01289.jpg living_room/sync_depth_01289.png 518.8579,50,0.6179256,0.18585232,1.2474575,0.2935679
living_room/rgb_01290.jpg living_room/sync_depth_01290.png 518.8579,50,0.6981894,0.1860675,1.2956507,0.27679446
living_room/rgb_01291.jpg living_room/sync_depth_01291.png 518.8579,50,0.83150035,0.166744,2.7581327,0.38852265
living_room/rgb_01292.jpg living_room/sync_depth_01292.png 518.8579,50,1.1099606,0.26139414,1.7736611,0.355479
living_room/rgb_01293.jpg living_room/sync_depth_01293.png 518.8579,50,0.38313922,0.17164549,0.23784076,0.09842741
living_room/rgb_01294.jpg living_room/sync_depth_01294.png 518.8579,50,0.4083081,0.12099567,0.90549064,0.32935047
living_room/rgb_01296.jpg living_room/sync_depth_01296.png 518.8579,50,0.15623872,0.058290098,0.73729914,0.25584155
living_room/rgb_01297.jpg living_room/sync_depth_01297.png 518.8579,50,0.4476386,0.18576726,1.237832,0.30201337
living_room/rgb_01298.jpg living_room/sync_depth_01298.png 518.8579,50,0.20938392,0.03404369,1.0044068,0.32761753
living_room/rgb_01301.jpg living_room/sync_depth_01301.png 518.8579,50,0.47289616,0.07718003,1.9324274,0.40782303
living_room/rgb_01303.jpg living_room/sync_depth_01303.png 518.8579,50,0.54400563,0.09942541,1.9620348,0.34706125
living_room/rgb_01304.jpg living_room/sync_depth_01304.png 518.8579,50,0.2701324,0.06889117,1.5302616,0.35577914
living_room/rgb_01305.jpg living_room/sync_depth_01305.png 518.8579,50,0.41440135,0.13547759,1.4222286,0.2747762
living_room/rgb_01306.jpg living_room/sync_depth_01306.png 518.8579,50,0.27282748,0.066315256,0.38488972,0.14110005
living_room/rgb_01307.jpg living_room/sync_depth_01307.png 518.8579,50,0.32364276,0.062154803,1.2965229,0.30172732
living_room/rgb_01313.jpg living_room/sync_depth_01313.png 518.8579,50,0.15438034,0.059675213,0.55941075,0.26177293
living_room/rgb_01314.jpg living_room/sync_depth_01314.png 518.8579,50,0.46555322,0.14203212,0.4172724,0.12457668
living_room/rgb_01328.jpg living_room/sync_depth_01328.png 518.8579,50,0.5812411,0.12789054,0.81906927,0.28453568
living_room/rgb_01329.jpg living_room/sync_depth_01329.png 518.8579,50,0.5816371,0.19950587,1.2377346,0.41832244
living_room/rgb_01330.jpg living_room/sync_depth_01330.png 518.8579,50,0.50538623,0.1334237,1.0182049,0.24580285
living_room/rgb_01331.jpg living_room/sync_depth_01331.png 518.8579,50,0.40981716,0.1672939,0.67635554,0.20164451
living_room/rgb_01334.jpg living_room/sync_depth_01334.png 518.8579,50,0.81671554,0.15673068,1.8668517,0.31371272
living_room/rgb_01335.jpg living_room/sync_depth_01335.png 518.8579,50,1.0393939,0.22775367,1.8555696,0.3125055
living_room/rgb_01336.jpg living_room/sync_depth_01336.png 518.8579,50,0.580733,0.13221292,1.2977043,0.2814706
living_room/rgb_01337.jpg living_room/sync_depth_01337.png 518.8579,50,0.29095367,0.053945072,2.1280992,0.36369267
living_room/rgb_01338.jpg living_room/sync_depth_01338.png 518.8579,50,0.42361337,0.07513646,1.6077965,0.3628577
living_room/rgb_01339.jpg living_room/sync_depth_01339.png 518.8579,50,0.41682562,0.08833234,1.6728818,0.32837513
office/rgb_00008.jpg office/sync_depth_00008.png 518.8579,50,0.7290818,0.28328234,0.2559086,0.11420611
office/rgb_00013.jpg office/sync_depth_00013.png 518.8579,50,1.0693458,0.40117466,1.2833675,0.4451422
office/rgb_00014.jpg office/sync_depth_00014.png 518.8579,50,0.516073,0.14966998,2.0073323,0.4158111
office/rgb_00015.jpg office/sync_depth_00015.png 518.8579,50,0.7387898,0.17000438,0.89589924,0.2673123
office/rgb_00016.jpg office/sync_depth_00016.png 518.8579,50,0.66141623,0.19970754,1.7742765,0.39154595
office/rgb_00017.jpg office/sync_depth_00017.png 518.8579,50,0.5340474,0.13406822,2.106031,0.42050758
office/rgb_00020.jpg office/sync_depth_00020.png 518.8579,50,0.47478983,0.19035211,1.4052343,0.37539208
office/rgb_00027.jpg office/sync_depth_00027.png 518.8579,50,0.51727194,0.10706387,2.7104824,0.5394049
office/rgb_00028.jpg office/sync_depth_00028.png 518.8579,50,0.9717313,0.3862714,1.9380554,0.3004526
office/rgb_00029.jpg office/sync_depth_00029.png 518.8579,50,0.602088,0.10732076,1.9521523,0.5339315
office/rgb_00030.jpg office/sync_depth_00030.png 518.8579,50,0.23879945,0.12076084,1.5459554,0.41432622
